"","ahp","alcoa","amerb","arco","coke","comme","dow","dupont","espey","exxon","fisch","ford","ge","gm","gte","gulf","hp","ibm","inger","iroqu","jnj","kimbc","kinar","kodak","luken","meico","merck","mmm","mobil","morris","pandg","pills","schlum","sears","sherw","tex"
"1980-04-29",0.99512,1.00457,1.0481,1.00549,0.99621,1.02551,1.01167,1.00694,0.99333,1.00416,1,1.01053,1.00265,1.0084,1.00469,1,0.99571,1.00688,0.99472,1.05618,1.00497,1.04321,1,1.00251,1,0.98851,0.99632,0.99296,0.99099,0.9967,1,1.01149,1.00467,1,1,1.00699
"1980-04-30",1.0049,1,1.00382,1.00273,1.01141,1.00995,1,1.0069,1,1.00621,1.00255,1.01563,1.00264,1.01111,0.99065,1.02113,0.99138,1,0.99735,0.98936,1,0.98225,1.05556,1.0525,1.01099,1,1.00185,0.99764,1.03009,1.00662,1.02878,1.05682,0.98837,1.00781,1.0307,0.99931
"1980-05-01",0.99512,0.99545,1.01143,0.97275,0.97744,0.99507,0.97692,1,0.99329,0.99794,1,0.97949,0.97368,0.99176,0.99528,0.97414,0.98478,0.99089,1.02128,0.94624,0.99671,0.99398,1,0.981,0.97826,1.03488,0.98711,0.99289,0.99141,1,1.00524,1.01075,0.99529,0.99225,1,0.98233
"1980-05-02",1.0098,1.00228,1.02637,1.007,1.01154,0.98515,0.98819,1.00342,1,1,0.99237,0.97382,0.99189,1,1.00948,1.00885,1.00662,0.9931,0.99219,1.01136,1.00165,1,1,0.99758,1.02222,1,1,1.01671,0.98787,1,1.00696,0.99291,1.00827,1,0.98723,0.9964
"1980-05-05",1.02427,1,1.02679,1.00389,1,0.97487,1.00797,1,1.02703,1.01443,1.02051,0.94624,1.0109,0.98892,1.02347,1.07895,1.0307,1.02546,0.98163,1,1.0033,0.99091,1,1.01456,0.97826,1.02247,1.01119,1.01878,0.98772,1.01316,1.01209,0.97857,1.03165,1.01563,1,1.00361
"1980-05-06",1.04739,0.99089,1.03102,1.00839,1.01901,0.98969,0.99605,0.99317,1.01316,1.0122,1.02513,0.97727,1,0.92997,1.00459,0.96748,0.98936,0.99097,1.00535,1.02247,1.00987,1.01223,1.05263,0.99522,1.03333,1.03297,1.02583,0.98157,0.96625,1.01623,1.0256,1.0146,0.97273,0.99231,0.98707,1
"1980-05-07",0.99276,1.0046,1.00354,1.00277,1.02239,0.96875,1.00794,1.01031,0.99351,0.99679,0.9951,1.05814,1.02426,1.0241,1.03196,1.03361,0.98925,1.00456,1.0266,1.0989,0.99674,0.99698,1.05,0.99038,0.98925,1,0.9964,1.00939,1.02757,0.99042,1.00832,1.00719,0.99766,1.05426,0.98253,1.01439
"1980-05-08",0.99537,0.98169,0.98413,0.98064,1.0146,1.00538,0.99606,1.0034,0.99346,0.99588,1.01478,1.01099,0.99211,1,1,0.98374,0.9913,0.99293,0.99741,0.96,1.0049,0.98788,0.95238,0.98301,0.96739,1.02128,1.00722,0.99767,0.95886,0.98065,1.0033,0.99286,0.97658,1.01471,0.99556,0.98582
"1980-05-09",0.9907,0.98834,0.99104,0.97884,0.98921,0.97861,0.98814,0.98983,0.94737,0.98554,1,1,0.99469,0.99353,0.97788,0.99174,0.98465,0.96752,0.98182,1,1,1.00307,1.1,0.98765,1,1,0.98925,0.99068,0.97575,0.99671,1,0.97842,1.0024,0.97101,0.97321,0.97842
"1980-05-12",1.01408,1.00943,0.99819,0.98991,1.00364,0.97814,1.004,1.00685,0.98611,0.98952,1.00485,1.02717,0.99733,1.02402,0.99548,1.025,1.00223,1.0024,0.99905,1.09375,1.00488,1.00917,1,1.0225,1,1.02083,0.99819,1.00235,1.00382,1.0165,0.99836,0.92647,1.00957,1.02239,1.00459,0.97059
"1980-05-13",1.02315,1.01402,1,1.01019,1.02899,1.02793,1.01594,1.02721,1.00704,1.01695,1.00966,1.01587,1,1.04106,1,1.02439,0.99556,1.01914,1.01348,0.94286,1,1.01515,0.95455,1.02445,1.01124,1.03061,1,1.02347,1.04571,1.02597,1.00494,1.03175,1.0237,1.0219,1,1.01515
"1980-05-14",1.0181,1.01152,1.02174,1.00865,1.00352,1.02174,0.99608,1.00662,1.03497,1.01042,1,1.01042,0.99733,1,1,1,1.0067,0.99531,1.0133,1,1.00809,1.04776,1.04762,1.01432,1.01111,1.0297,1.00907,1.00229,0.97086,1.01899,1.0082,0.98462,0.99074,1.01429,0.99543,1
"1980-05-15",1.00444,1.00228,1.00887,1.00143,0.98596,1.02128,1,1.00329,0.99324,0.98763,1,0.97938,1.0134,0.99155,0.99091,1.01587,1.00222,0.99057,1.01837,1,1.01926,1.02279,0.95455,1,1.02198,1.01923,1.0036,1.00229,0.97561,0.97205,1.01789,1.01172,0.98715,1.01408,1.00917,1.00373
"1980-05-16",1.0177,1.00227,1.0123,1,1,1,1,1.00328,0.97959,1.00835,1,0.97368,0.99471,0.99148,0.99743,0.99219,0.99779,1.00952,1.00258,1.08081,0.99843,0.99164,1,0.99059,1,1.00943,1.01075,1.01142,1.02308,1.00958,1.00639,0.98456,1.01893,1,1.01364,1
"1980-05-19",1,1.01134,1.03472,0.99287,1.00356,1.01042,1.00787,1.00327,1.01389,1.03313,1.00971,1.01081,1.00798,0.9914,0.98113,0.98425,1.01552,1.00708,1.00514,0.97196,0.99464,0.99438,0.95238,0.99762,1.03226,0.99065,0.99291,1.00135,1.02068,1.00633,1.00794,1,1.00465,0.96528,0.98655,1.00743
"1980-05-20",0.99565,1.00897,0.99497,0.99569,0.98936,0.98969,1,1.0228,1.00685,0.998,0.99038,1.03209,1,1.00289,0.99519,1,0.99563,0.98829,0.98721,0.95192,1.00479,1.00282,1,0.99286,1.02083,1.03774,1,1.00228,1.01105,1,1.00157,0.98039,0.99538,0.96403,1,0.98155
"1980-05-21",0.99127,1.00667,0.98482,0.99856,0.98208,0.98958,0.99609,1,0.9932,1.00402,0.99515,1,1.00528,1,1.01449,0.992,1.01096,1.00237,1.01036,0.9899,1.00636,1.00282,1.05,1.0024,0.9898,1,1.02143,0.99317,1.01093,0.99057,0.98113,1.028,1.00232,0.99254,1.00455,1.0188
"1980-05-22",1.00441,1.03753,0.98973,1.04046,0.98905,1,1.03137,1.03871,1.05479,1.014,1.01463,1.04663,1.01575,1.02305,1.00476,1.03226,1.01302,1.01655,1.05128,1.02041,1.00948,1,0.97619,1.0311,1,0.99091,0.99301,1.00917,0.98919,0.98413,1.00481,0.96498,1.00348,1.01504,1.00452,1.00738
"1980-05-23",1.00877,1.03404,1.00346,1.03333,1.01845,1.03158,1.06084,1.02174,1,1.01578,1.00962,1,1.02584,1.04789,1.00948,1.01563,1.0364,1.0186,1.0561,1.02,1.02191,1.00562,0.97561,1.00464,1.04124,1.00917,0.99824,1.00682,1.00546,0.98065,0.99522,1.02823,1.02425,1.01481,1.0045,1.01465
"1980-05-27",0.98696,0.99383,1.00345,1.00672,0.98551,1.07143,0.99283,0.98176,1,1.01359,0.99524,1,1.00504,0.98925,0.99531,1.02308,1.0062,1.00913,0.96536,0.98039,0.98928,1.00279,1.05,0.99492,1.0396,1,1.00529,1,1.03442,1,1.00481,0.98824,0.99211,0.99796,1,1.02888
"1980-05-28",0.99559,1.01035,1,1.00801,0.97426,1.00952,1.00722,0.99381,0.99351,1,1,0.99505,0.99749,1,1,0.99248,1.00616,1.02036,0.99522,1.01,0.99845,0.99443,1,1,1.02857,1.01818,1.00526,0.99549,1.02802,1.01316,1.00478,1.01587,1.01591,1,1.00448,1.01754
"1980-05-29",0.99558,0.97951,1,0.96159,1.00377,0.95755,0.97133,0.97508,1.01961,0.97126,1.00478,0.97512,0.99246,0.97826,1,0.96212,1,0.96452,1.01202,1.0198,0.9938,0.9916,0.95238,0.96948,1.02778,1,0.99302,0.99546,0.97274,0.98377,0.99048,0.97656,0.98322,0.98507,0.98661,0.97586
"1980-05-30",1,0.99791,1.01375,1,1.01504,1.00493,1.01107,1.00639,1.03846,1.00986,0.99048,1,1.01772,0.99444,1.00943,1.10236,1,1.01839,1.01663,1.04854,0.99844,1,1.05,1.02906,1.00901,0.99107,1.00527,0.98861,1.02277,1.0033,0.9984,1.02,1.00341,1.00758,0.99095,1.00707
"1980-06-02",0.99111,0.98952,1.01695,1.00826,0.98519,1.0098,0.9927,1,1.01235,0.99609,1,1.01531,0.98485,1.00559,1,0.97857,1.00612,1.01129,0.98598,0.97222,0.99063,1.0113,0.95238,0.98824,0.97321,1,0.9993,0.99078,1,0.99013,0.99197,0.98039,0.9898,0.98496,1.03379,1
"1980-06-03",1,0.98729,0.99167,0.98634,0.99624,0.99029,1,1,0.97561,0.99804,1.00962,1,1,0.99444,0.99533,0.9927,1.00406,1.0067,0.98578,0.97143,0.99527,1.00279,1,0.99048,1,1.00901,0.99118,1.00233,1.0137,1.00664,0.99353,1.012,1.0126,0.99237,0.97768,1.00702
"1980-06-04",1.00897,1.03004,1.02017,1.04155,1.01132,1.01471,1.02941,1.02222,1,1.02947,1.04762,0.98492,1.01795,1.01397,1,1,1.02626,1.03104,1.0024,1,1.00317,1,1.05,1.01683,1.01835,1,1.01423,1.01392,1.02027,1.0297,1.00489,1.01186,1.03054,1.01538,0.99543,1.01394
"1980-06-05",1,0.9875,1.01647,1.00399,1.01493,1.00966,0.96786,0.99689,1.0125,0.99046,1,1,1.01511,0.99725,1.00939,1.02941,1.00591,0.98065,1.00719,0.9902,1.00948,1,1,1.00946,0.99099,0.99107,0.99298,1.00229,0.97848,1,1.00486,1.02344,1.0011,1.00758,1.05046,0.98282
"1980-06-06",0.99556,1.01266,0.99514,1.0053,1.00368,1.04785,0.97417,1.01246,1.01235,1.00385,1.01364,1,1.00496,0.97514,0.99535,1.02857,1.00978,1.00219,1.00238,1,1.01252,1.00279,0.95238,1.03279,1.00909,1.06306,1.0159,1.02055,0.99831,1,1.00161,0.98092,1.01535,0.96992,0.99563,1.0035
"1980-06-09",1.01786,0.99792,0.99349,1.00922,0.99385,1.0274,1.00758,0.98154,0.97561,1.00768,0.99552,0.97449,0.98765,0.9915,1.01869,0.96875,0.99419,0.99344,0.99287,0.98812,1.00927,0.99278,1,0.99546,0.99099,0.99898,0.99652,0.99105,1.04068,1.01282,1,1.00389,1.01404,0.99225,1.01316,1.02439
"1980-06-10",1,1.01044,0.99344,1.01305,1.00749,0.97778,1.01128,1.00627,1.0125,1.03238,1,1.01047,1.0025,1.02286,0.99541,0.98551,0.97661,1.01322,1.01675,1.0101,1.00459,1.00285,1,1.00683,0.96364,0.97436,1,1,1,1.01013,0.98551,1.01163,0.99962,1.02344,1.01299,1.01701
"1980-06-11",0.99561,1.02066,1.00165,1.01546,0.99628,0.99091,1.00743,1.02181,0.98765,1.0203,1.01351,0.99482,1.00249,1.02235,1.00461,0.99265,1.02595,1.0087,1.01412,1.02,0.99695,1.00568,1,1.00679,0.99057,0.99123,0.99651,0.99774,1.04723,1.02532,0.99346,1.01916,1.01282,0.99237,1.00427,1.01338
"1980-06-12",1.00881,1.01215,0.99506,0.98985,1,1.00459,1,0.9939,0.975,0.99819,0.98667,0.95833,0.99502,1.04918,1.00917,1,1.00389,1,1.00232,1.02941,1,1,1,0.99551,0.97143,1.00885,1.00525,0.99548,0.97045,0.99691,0.99342,1,0.97574,1.00769,0.99149,0.9868
"1980-06-13",1.00873,0.99,1.01656,0.98718,0.99627,0.97717,1.01845,1.02761,1,0.9692,0.98649,1.03261,0.995,1.02865,1.01364,0.99259,0.99225,1.01509,0.99537,0.99048,0.99083,0.99435,1.05,1.01129,1,1.00877,1,1,0.97276,1.0031,1.01325,1.00376,1.00324,0.99237,1.00429,0.98997
"1980-06-16",1.03463,0.98586,1.00489,1.01818,0.99625,1.00467,1.01449,1.00896,0.99359,1.00561,1.00913,1.02632,1.00503,0.98987,1.04036,1,0.99805,1.02548,0.99535,1,1.00309,1.02273,0.95238,1.03571,1,1.0087,0.99303,1.00455,1.01153,1,0.98856,1,1.01616,1.02308,0.99145,1
"1980-06-17",0.99582,1.01025,0.99352,0.99107,1.04887,1.00465,0.99643,1.00592,0.98065,0.99814,0.99548,0.98974,1.0175,0.97954,0.99569,0.99254,0.99609,0.97516,1.00701,1.00962,1.00615,1.01389,1,0.99569,0.98039,1,1.00175,1.00679,0.99674,1,0.99504,0.99251,0.99788,1.01504,0.99138,0.98986
"1980-06-18",0.9916,0.97972,1.00326,0.99871,0.97849,0.99074,1,1.00294,0.96053,1.02421,0.99545,0.98964,0.99263,1.00261,1.01299,0.99248,0.98821,1.01274,0.98376,1.00952,0.99694,1.00274,1,1.00433,1.01,0.98276,1.00175,0.99551,1.0098,1,1,1.00755,0.99044,1.00741,0.99565,1.01365
"1980-06-19",0.99153,0.96687,0.99837,0.98454,0.97436,0.99065,0.98566,0.9824,1.0137,0.98545,1,0.99476,0.98515,0.97656,0.97436,0.97727,0.98171,0.97065,1.00943,0.95283,0.9816,0.99727,1.05,0.98707,0.9901,0.99123,0.98951,0.97517,0.9644,0.98148,0.98007,0.98876,0.97639,1,1.00873,0.9697
"1980-06-20",0.99145,1.01499,1.00326,0.98429,1,0.98113,1.00727,1,0.93243,0.99631,1,1.01053,1.00754,1.016,1.00439,1.00775,0.98986,1,0.99766,0.9505,0.99687,1.00274,0.95238,1.00218,1,1.0177,1,1.00231,0.9698,0.99686,0.99831,1.00379,0.9956,1.00735,1,1.00694
"1980-06-23",0.98707,1.00422,0.99188,1.00931,0.99248,1,1,1,1.07246,1.01481,0.9863,0.99479,1.00748,1.00525,1.00437,1.00769,1.00615,1.01728,0.99532,1.02083,1.00313,1,1,1.00871,1,0.98261,1.00353,0.98383,1.01038,1.00631,1.01019,1,1.01876,0.9927,1,1.01724
"1980-06-24",1,1.0042,1.00491,0.99473,1.01136,1.06731,0.99711,1.01194,1.02703,0.99635,1.00926,1.02618,1.0099,0.98695,1.00435,1,1.01426,1.00849,1.02588,1,0.99219,1.00546,1,0.98704,0.99,1.0531,0.99648,1.00939,1.00514,1.02194,0.99496,1.04151,1.01408,0.99265,0.99567,1.00339
"1980-06-25",1.00873,1.00418,1.01629,1.03046,1,1.00901,1.02198,1,1.01316,1.00733,1.00917,1.02041,1.01471,1.00265,0.98701,1,1.02008,1.00632,1.02523,1.05102,1.0063,1.00815,1,1.00438,1.0101,1,1.0318,1.00465,1.02044,1.0092,1.01689,1.02899,1.0203,1.02963,0.9913,1.01689
"1980-06-26",1.00433,0.9875,1.01282,0.99357,1.00375,0.99107,0.99642,1.00295,0.99351,1.00182,1.01818,0.98,0.99517,0.98153,1,1.00763,0.99803,0.99163,1.03356,0.97087,0.99687,1.00809,1,0.98693,0.98,0.97479,0.98459,0.99769,0.97663,0.98176,0.98837,1.00704,0.98848,0.99281,1.00877,1
"1980-06-27",1,0.99789,0.99842,0.97542,0.99254,1.04054,0.98921,0.99706,1.03268,0.99274,0.99554,1.01531,1.00485,1.01613,0.98684,0.98485,0.99606,1.00844,1.00433,1,0.99843,0.99733,1,1.00221,1.0102,1.01724,0.99478,0.99768,0.99829,1.01238,1.00168,1.00699,0.99682,1.00725,0.99565,0.99336
"1980-06-30",0.98276,0.99366,0.99842,0.99204,0.99248,0.99134,0.97818,0.9882,1,0.96892,0.99103,0.98995,0.99517,0.98413,0.99556,1,0.98812,0.98326,0.99138,0.99,0.98742,0.97855,1,0.98678,1,1,0.98951,0.98837,0.97603,0.98471,0.98993,0.98611,0.98193,0.97842,1,0.98328
"1980-07-01",1.00877,1.01064,0.99206,0.99733,0.99242,0.9738,0.98141,0.99403,1.05063,1.01132,1,1.01015,1.00971,1.00806,1,1.00769,1.01002,1.01277,0.99783,1,1.00318,1.02192,1,1.01786,0.94949,1.01695,1.01413,1.00235,1.03509,1,1.00169,0.99296,1.02056,1.00735,1,1.0102
"1980-07-02",0.9913,1.00421,1.0064,1.02145,0.98855,1.00897,1.01515,0.997,1.01205,1.00373,1.05882,1.00503,1.02404,1.00533,1.00893,1,1.01389,1.01891,0.99782,1.0101,0.99841,1.00268,1.05,1.00658,1.02128,0.98333,1.00348,0.99531,1.01356,1.00932,1.00338,1,0.99576,1,1.00873,0.99327
"1980-07-03",0.99561,0.99581,1.00795,1.03412,1.01544,1.01778,0.99627,1.02108,1.0119,1.02602,1.01282,1.005,1.00235,1.01857,1,1.01527,1.01566,1.00825,0.99345,0.98,1.00636,1.02674,1,1.01525,1.03125,1.05085,1.01389,1.01179,1.02508,1.02769,1.00843,1,1.00106,1.0292,1.00433,1.02712
"1980-07-07",1.01322,1,1.00789,0.99239,0.9924,0.99127,0.98876,1.0354,1.02353,1,1.03376,0.99502,0.99766,1.01302,0.99115,1,1.00771,1.01431,0.9978,1.0051,1.02054,1.00781,0.95238,1.00644,0.94949,1.01613,1.00342,1.00466,0.99184,1.00599,1,1.00355,0.99894,1.00709,1,1.0165
"1980-07-08",1,1.00632,1.00469,0.99744,1.02682,1.03524,0.99242,0.98006,0.96552,0.98732,1.02449,1,1.00704,1.00771,1,1,1.00574,0.99597,0.99559,0.98477,1.00464,1.00775,1,0.98081,1.09574,0.96032,1.00683,1,0.97533,0.99405,1.00669,0.99293,1.01384,0.98592,1.00862,0.98377
"1980-07-09",1.0087,1,1,0.99231,1.00746,1.01277,0.99237,1.00872,1.00595,0.99817,1,1.04,0.99534,1.01531,1.00446,1,1.03802,0.99595,1.00664,1.02062,0.99538,0.98974,1,0.99348,0.99029,0.99174,1,1.00696,1.00337,0.99401,0.99502,1.00712,0.99685,1.00714,1.01282,1.0033
"1980-07-10",0.98707,0.98326,0.9891,0.95607,0.9963,1.0042,0.98462,1,1,0.98529,0.97211,1.02404,0.98829,0.99497,1.00444,0.99248,0.97985,1.00203,0.98681,0.9697,0.98452,0.98446,1.05,0.99125,1,1,0.99322,1.0023,0.97815,0.9759,0.98998,1,0.98209,0.96454,1.02954,0.96053
"1980-07-11",1.00437,1.00851,0.99685,1.03784,1.01115,0.99582,1.01172,0.99712,1.02959,1.01679,0.97131,0.99531,1.01896,1.00758,0.99558,1.01515,1.00374,1.01826,1.01114,0.98958,1,1.00263,1.04762,1.00442,1,1,0.99317,0.9977,1.04296,0.98148,0.98314,1,1.01502,1.00735,1.0082,1.0137
"1980-07-14",1.02174,1.01688,1.00474,1,1.00368,1.00084,1.04247,1.01156,1,1.02385,1.00422,1.07075,1.02093,1.03759,1.00889,1.02239,1.05587,1.03586,1.01982,1,1.00472,0.99738,1,1.01758,1,1.01667,1.03093,1.03226,1.00329,1.00629,1.01647,1.01767,1.02748,1.0146,1.03659,1.01351
"1980-07-15",0.98723,1.0083,1,0.98958,1.00733,0.99156,1.0037,0.98857,0.97701,0.99462,1.0084,0.99559,0.99317,1.00483,1,0.9927,0.99471,0.98077,1.00648,0.97895,1.00313,0.99474,1,0.98704,0.9902,1.01639,1,1.00223,0.97209,1.02188,1.01026,1.00347,0.99588,1,1.00392,0.99333
"1980-07-16",1.00431,1.00412,1.00472,0.98947,0.98909,1,0.99631,0.99711,0.98824,1,0.98333,0.99115,1,0.99279,0.99559,1.04412,1.00177,1.00784,0.99785,1.01075,0.99376,0.9709,1,0.98906,1,1,1.00667,1,1.02365,1,1.01523,0.99308,1,0.99281,1.03125,0.99664
"1980-07-17",1.00429,1.02459,1.00156,1.01862,1.00735,1.00851,1.02593,1.0029,0.97619,1.02162,1.03814,1.01786,1.01147,1.00484,1,1.00704,1.02655,1.0214,1.0043,1.04255,0.99686,1.0327,1.04545,1.01106,1.0198,1.05645,1,1.0245,1.03465,1.02752,1.00667,1.00697,1.02686,1.00725,1,1.0202
"1980-07-18",1,1.048,0.99844,1.00261,1.02555,0.96203,0.98195,1.02312,1.02439,0.99118,1.06122,0.99561,1.00454,0.99518,1,1,1.01379,0.99238,1.01285,1.06122,1,1.01319,1,1.01313,1.00971,0.99237,1.00662,1.00435,0.98246,1.01488,1.01987,1.00692,1.01006,1,1.00379,0.9868
"1980-07-21",0.99573,1.01908,1,0.9974,0.99644,0.99561,1,1.01695,0.97619,1.02491,0.98462,1.00441,0.99774,0.99274,0.98673,1.00699,1.02891,1.01344,0.98943,1.01923,1.00472,1.00521,0.95652,0.98704,0.99962,0.98462,1.02632,0.98268,1.01299,1.00293,0.98377,0.99313,1,1.01439,1.04906,1.01003
"1980-07-22",1.01288,1.00187,1.00626,0.99739,1.01429,1.03524,1.02206,0.99167,1.02439,0.99653,1,0.98684,0.98869,0.97317,0.99552,0.98611,0.98843,0.98674,1.00641,1.00943,1.00627,1,1.04545,1.03063,0.99029,1,0.97756,1.00441,0.98558,1.00585,1.00495,1.0173,0.99602,1,1.00719,1.00662
"1980-07-23",1,1.00374,0.99378,1.00524,0.98239,0.99574,1.01439,1.0028,0.9881,1.00523,0.98828,0.98667,0.99542,1.01003,1.0045,0.98592,0.97324,0.99616,1.00849,0.99065,1.00623,1,1,1.02123,1,1,1.00164,0.99123,1.01951,0.99128,0.99507,1.0034,1.005,1,0.98929,1.03618
"1980-07-24",0.99153,0.99814,1.00313,1.01302,1.01792,1.00427,1,0.99721,0.9759,0.9896,1,0.95946,0.9908,0.99504,1,1.00714,0.99656,0.99807,0.99368,1,0.99071,0.99223,1,1.00832,1.01961,1.01563,0.99345,0.98673,1.00478,1,1.0099,0.99661,1.00896,1,0.99639,0.99365
"1980-07-25",0.98718,0.9944,1,0.96658,0.99648,1.01702,0.98936,0.98039,0.98765,0.98774,0.99605,0.97653,1.00232,0.97756,0.97758,0.98582,0.99655,0.99421,1.00212,0.99057,0.99219,0.97911,1,0.99175,0.99038,0.98462,0.99176,0.98206,0.99048,0.9912,0.99837,0.9966,1.00197,0.99291,0.96739,0.95847
"1980-07-28",1.00866,1.02514,1,0.97606,1.02473,0.99163,1.00358,0.99714,1.025,1.01418,0.9881,0.9875,1.00463,1.02296,1,1,1.01384,1.00971,1.00423,1.01905,1.00945,1,1,1.02911,1,1.00781,1.01163,1.01826,1.00641,1.01775,1.00655,0.99126,1.0374,1.02857,0.97378,1.00667
"1980-07-29",1.00429,1.01111,1.00468,1.0218,1.0069,1.01266,1.01429,1.00287,0.9939,1.00874,0.98795,1.05419,1.01152,1.02494,1,0.99281,1.02389,1.00192,1.02526,1.00935,1.00468,1.01867,1,1,0.99029,1,1.00821,1.02242,0.99968,1.00581,1.01951,0.96516,1.02846,1.02083,0.98462,1.00993
"1980-07-30",1.01709,1.00366,1.03106,0.97867,1.02397,1.00833,1.00352,0.98857,1.0184,0.9792,1.00813,1.01402,1.0205,1.0073,1,1.00725,1.01,1.00576,1.00411,1,1.00932,1.01571,1.04348,1.00202,1.02941,1.04651,1,1.03509,0.95974,1.03468,1.02073,1.00722,0.98339,1.02721,1.01563,0.97311
"1980-07-31",0.9916,1.0073,0.98946,0.98093,0.98997,0.99587,1.02456,0.99422,0.9759,0.98584,0.9879,1.05069,1.00446,1.01208,0.99083,1.00719,1.0033,0.99618,1.00613,0.99074,0.99692,1.00258,1,0.9879,1.01905,1.01481,1.00651,0.99576,0.99664,1.01676,1.00625,0.98208,0.97186,0.98675,0.99615,0.99315
"1980-08-01",0.99576,0.99457,0.99848,1.00556,0.99662,0.9917,0.97945,0.99709,1.00617,1.01077,0.99592,0.98246,0.99556,1,1.00463,1.00714,0.99671,0.99808,0.99797,0.97196,0.99846,1.00514,1.04167,1.01429,0.99065,1.0438,1,0.98511,0.98822,0.99725,0.98602,1.00365,0.98745,1.00671,1.03475,0.99655
"1980-08-04",1,0.99089,1.02165,0.9884,1,1,1.01399,1.02041,1,0.99467,0.9959,1,1,0.99523,0.99539,1.01418,0.9835,0.99424,1.00611,0.97115,1.00155,0.98721,0.96,1.0161,1,0.97203,1.00971,1.00648,0.97785,0.98898,1.00472,0.99273,1.00587,0.99333,1.01493,0.99654
"1980-08-05",1.00851,0.99265,1.00912,0.99718,1,1,0.98276,1.00857,0.99387,1.00357,1.00412,0.98214,1.00446,0.98561,1,0.98601,0.99664,0.99228,0.99798,1.0099,1.00463,0.99482,1,1.00792,1.00943,1.02158,0.99359,1.00429,0.97213,1.01114,1.00157,1.00733,1,1.00671,1.01471,1.00347
"1980-08-06",1.00422,1.01667,1.01807,0.99717,1.00339,1.00418,1.00351,1.0255,0.98765,1.0089,1,1.00455,0.98667,1.00973,1,1,1.00337,1.0214,0.99797,0.9902,1.02304,0.99219,1,1.01375,0.97196,1.04225,0.99032,1.00427,1.02509,0.99725,1,1.00364,1.00486,1.01333,1,1.01384
"1980-08-07",1.0437,1.00182,1.00296,1.03125,1.02365,0.99167,1.02797,1.03867,1,1.00564,1.02459,1.02262,1.0045,1.04337,0.99537,1.02128,1.00671,1.01501,1.01626,1,1.01351,1.02625,1,1.03101,1.01923,1.01351,1.00977,1.01915,1.01923,1.01105,1.01721,1.01449,1.02031,1.02632,1.01449,1.02389
"1980-08-08",1.00408,1.01091,1.02802,1.01102,1.0033,1,1,1.01064,1.0125,0.99821,1.012,0.99115,1.01121,1.00878,1,1,1.005,0.9924,1.022,1.0198,1.01185,1,1,0.98684,1.0566,0.97333,1.00968,0.99165,0.98456,1,1.00769,1.025,0.98863,0.98718,0.98929,1.00333
"1980-08-11",1,1.00719,1.00717,1.02452,1,0.98319,1.01701,1.01053,1,1.01254,1,0.99554,1.01552,1,1,1,1.03814,1.02299,0.99147,0.99029,0.99414,1.00767,1,0.9981,1.01786,1.0137,1.00639,0.99368,1.01568,1.01093,1.00611,1.00697,1.02205,1,1.01444,1.00332
"1980-08-12",1.00407,0.98214,0.98291,0.99468,0.99342,1.01709,0.98997,1,0.98765,0.99292,1,0.99103,1,0.99074,1,0.98611,0.95367,1,0.992,0.93137,0.98969,1.01523,1,0.97519,0.98246,0.97297,0.99048,0.98729,0.97942,0.98649,0.98331,0.99654,0.98968,0.98701,0.99288,0.97351
"1980-08-13",0.98785,0.99091,0.98261,0.97594,0.9702,0.98739,0.98311,1.0026,1.00625,1,0.99605,1.00452,0.99127,1.00234,1.00465,1.01408,1.00335,1,1.00403,1.01053,0.99405,1.0175,1,0.98434,0.99107,1,1,0.99142,0.99299,0.99726,0.99846,0.97917,0.99052,0.98684,0.99283,1.0068
"1980-08-14",1.0041,1.01651,0.99263,1.03836,1.01024,0.99574,1.02062,1.00779,0.99379,1.01961,1,1.01802,1.02203,1.04662,1.00926,1.04167,1.01336,1.03184,1,1,0.99401,0.99263,1,1.02783,1.02703,1.01389,1.00801,1.01948,1.01764,1.03022,1.00155,1,1.03541,1.00667,1.01083,1.02703
"1980-08-15",1.01224,0.99639,0.99257,0.98945,0.98649,0.99573,1.01684,1.02062,1.2,1.01049,1.02778,0.99115,0.99353,1.03118,1,1.02,0.99835,0.99819,0.99598,0.98958,0.99699,1.0198,1,1.00193,1.03509,0.99315,1.01272,1.01911,0.99133,1.008,1,1.02128,0.99815,1,1.025,1
"1980-08-18",0.97581,0.99457,0.99401,0.984,0.97603,0.97425,0.98344,0.94949,0.95833,0.97405,0.99228,0.99107,0.98265,0.96976,1.00661,0.99346,0.9769,0.96545,0.99194,1.01053,0.97674,1.00243,1,0.96911,0.98305,0.95172,0.98273,0.99292,0.98427,0.97619,0.98457,0.98611,0.97685,0.96689,1.00348,0.98684
"1980-08-19",0.99587,0.98725,0.98343,0.99729,0.99298,0.97357,0.99327,0.9867,0.97826,0.99467,0.95276,0.9955,0.98896,0.99109,1.00467,0.99342,1.00169,0.99435,0.98984,1,0.9891,0.98789,1,1.00598,0.96552,0.98551,0.98722,0.99151,1.00888,0.98645,1,1.00704,0.99526,1.00685,0.99653,0.97667
"1980-08-20",1.00415,1,1.00306,1.00543,1.01413,1.0181,1.01017,1.02156,1,1.01429,0.96694,1.0362,1.0067,1.00449,0.99535,1.00662,1.00337,1.01326,0.98973,1.02083,1.0126,1.0098,1,1.01584,0.98214,1.02206,1.00971,1.00857,1.01408,1.01099,0.99216,1.0035,1.02,1.0117,1.02091,1.02389
